SUBURB,Mean BATHROOMS,Mean BEDROOMS,Mean GARAGE,Mean LAND_AREA,Mean BUILD_YEAR,Mean CBD_DIST,Mean STATION DISTANCE,Mean SELL DATE
ALEXANDER HEIGHTS,1.8515625,3.7890625,2.140625,627.703125,1991.8515625,13968.75,7085.9375,2017
ALFRED COVE,1.7916666666666667,3.5083333333333333,1.9833333333333334,616.7416666666667,1989.6416666666667,9787.958333333334,3881.133333333333,2016
ALKIMOS,1.9736842105263157,3.6315789473684212,1.8771929824561404,9031.622807017544,2009.9298245614036,40705.26315789474,2512.4561403508774,2019
ANKETELL,2.1052631578947367,4.157894736842105,2.736842105263158,21029.36842105263,1997.2631578947369,29368.42105263158,4005.2631578947367,2011
APPLECROSS,2.3037974683544302,3.7848101265822787,2.3544303797468356,777.0126582278481,1988.6708860759493,7141.772151898735,1811.6708860759493,2018
ARDROSS,2.0661157024793386,3.727272727272727,2.0082644628099175,542.9090909090909,1991.4297520661157,8528.099173553719,2404.1322314049585,2017
ARMADALE,1.1746031746031746,3.2222222222222223,1.5714285714285714,838.2222222222222,1981.1587301587301,25782.539682539682,1082.4444444444443,2019
ASCOT,2.0,3.566666666666667,2.091666666666667,687.2583333333333,1994.7416666666666,6890.0,2303.3333333333335,2016
ASHBY,1.9887640449438202,3.758426966292135,1.9943820224719102,513.3876404494382,2005.6685393258426,24733.76404494382,3236.4157303370785,2015
ASHFIELD,1.5670731707317074,3.347560975609756,1.8170731707317074,646.1158536585366,1984.3475609756097,8398.780487804877,600.0914634146342,2012
ATTADALE,2.1842105263157894,3.754385964912281,1.9649122807017543,775.2719298245614,1983.7456140350878,9911.40350877193,4585.964912280701,2018
ATWELL,1.9692307692307693,3.8,1.958974358974359,594.1589743589743,2000.7794871794872,21368.71794871795,2245.702564102564,2018
AUBIN GROVE,2.037037037037037,3.919753086419753,2.308641975308642,562.3518518518518,2005.5617283950617,24174.69135802469,4954.938271604939,2017
AVELEY,1.9932432432432432,3.77027027027027,2.0945945945945947,20786.864864864863,2006.3986486486488,22337.837837837837,12284.45945945946,2019
BALCATTA,1.647887323943662,3.1971830985915495,1.7605633802816902,723.0704225352113,1989.4788732394366,8836.61971830986,2769.0140845070423,2018
BALDIVIS,2.0,3.8703703703703702,1.8888888888888888,1434.148148148148,2004.9907407407406,43297.22222222222,4758.333333333333,2020
BALGA,1.5344827586206897,3.1551724137931036,1.7241379310344827,518.8103448275862,1989.1896551724137,11086.206896551725,4317.241379310345,2018
BALLAJURA,1.7681159420289856,3.7753623188405796,2.0144927536231885,645.036231884058,1991.4057971014493,12827.536231884058,8490.579710144928,2018
BANJUP,2.1875,4.1875,4.46875,20072.15625,1991.1875,22737.5,4262.5,2016
BANKSIA GROVE,1.9337349397590362,3.6204819277108435,2.0120481927710845,491.17469879518075,2007.210843373494,28821.68674698795,6093.975903614458,2018
BASKERVILLE,2.2,4.1,2.3,52488.6,1990.65,25075.0,11635.0,2007
BASSENDEAN,1.6210526315789473,3.263157894736842,1.7473684210526317,754.8105263157895,1980.7263157894736,9948.421052631578,741.5578947368421,2019
BATEMAN,1.9406779661016949,3.864406779661017,2.0762711864406778,728.4067796610169,1985.8559322033898,11560.169491525423,815.9237288135594,2016
BAYSWATER,1.5833333333333333,3.2395833333333335,1.84375,636.0625,1977.3958333333333,6442.708333333333,882.5625,2019
BEACONSFIELD,1.8333333333333333,3.4035087719298245,2.0789473684210527,653.061403508772,1974.9298245614036,15525.368421052632,2824.4561403508774,2017
BECKENHAM,1.4428571428571428,3.357142857142857,2.242857142857143,794.2571428571429,1981.9714285714285,12477.142857142857,1155.3285714285714,2017
BEDFORD,1.6896551724137931,3.2758620689655173,1.9885057471264367,618.4252873563219,1977.2988505747126,5639.080459770115,1908.6436781609195,2017
BEDFORDALE,2.1015625,4.09375,3.078125,10510.578125,1996.1328125,30125.78125,4684.375,2016
BEECHBORO,1.3364485981308412,3.4205607476635516,2.4205607476635516,714.3457943925233,1985.8878504672898,12041.121495327103,4331.77570093458,2017
BEELIAR,1.9876543209876543,3.8395061728395063,2.0925925925925926,616.0061728395061,2003.537037037037,20643.20987654321,4545.061728395061,2018
BELDON,1.3986928104575163,3.5294117647058822,1.4379084967320261,706.1176470588235,1985.0,21660.13071895425,1481.5947712418301,2016
BELHUS,1.9722222222222223,4.138888888888889,2.4444444444444446,14405.361111111111,1994.0833333333333,24122.222222222223,12972.222222222223,2008
BELLEVUE,1.2660550458715596,3.1009174311926606,1.6788990825688073,884.1100917431193,1977.3119266055046,17438.532110091743,3380.733944954128,2014
BELMONT,1.6712328767123288,3.4657534246575343,1.9726027397260273,761.945205479452,1985.027397260274,7050.6164383561645,3606.7123287671234,2017
BENNETT SPRINGS,2.023696682464455,3.981042654028436,2.1658767772511847,803.1516587677725,2000.3649289099526,12609.478672985782,5701.895734597157,2016
BENTLEY,1.9135802469135803,3.567901234567901,2.074074074074074,701.7530864197531,1987.8024691358025,8274.074074074075,1756.3827160493827,2017
BERTRAM,2.012987012987013,3.8095238095238093,2.090909090909091,533.3116883116883,2004.8961038961038,32903.4632034632,1453.060606060606,2017
BIBRA LAKE,1.8059701492537314,3.783582089552239,1.8059701492537314,663.9850746268656,1992.7686567164178,16123.880597014926,3786.5671641791046,2017
BICKLEY,1.9545454545454546,3.727272727272727,2.1515151515151514,14979.59090909091,1971.5454545454545,22793.939393939392,11656.060606060606,2008
BICTON,1.8831168831168832,3.6623376623376624,2.220779220779221,735.6753246753246,1984.025974025974,10884.415584415585,3270.12987012987,2018
BOORAGOON,2.0543478260869565,3.8369565217391304,2.1847826086956523,811.3152173913044,1983.9565217391305,10063.04347826087,2109.782608695652,2017
BOYA,1.6868686868686869,3.4646464646464645,1.6363636363636365,2307.838383838384,1976.5959595959596,18818.18181818182,5754.545454545455,2011
BRABHAM,1.9682539682539681,3.5555555555555554,2.015873015873016,530.6190476190476,2004.4603174603174,18195.238095238095,8888.888888888889,2018
BRENTWOOD,1.6985294117647058,3.3088235294117645,1.7279411764705883,645.7279411764706,1994.2279411764705,10208.088235294117,579.7279411764706,2015
BRIGADOON,2.0679611650485437,4.077669902912621,2.1262135922330097,21812.70873786408,1999.6407766990292,27930.09708737864,14154.368932038835,2010
BROOKDALE,1.767605633802817,3.732394366197183,1.9788732394366197,562.9507042253521,2000.4154929577464,27662.676056338027,1920.4225352112676,2015
BULL CREEK,1.9885057471264367,4.011494252873563,2.103448275862069,707.4827586206897,1983.2183908045977,11710.344827586207,1257.9770114942528,2017
BULLSBROOK,1.8282828282828283,3.757575757575758,1.8080808080808082,18141.161616161615,1994.828282828283,37091.919191919194,26133.333333333332,2017
BURNS BEACH,2.3181818181818183,4.166666666666667,2.212121212121212,566.9090909090909,2007.621212121212,28253.030303030304,2369.6969696969695,2017
BURSWOOD,2.0285714285714285,3.5142857142857142,1.8,557.7714285714286,1989.4,3908.5714285714284,473.2857142857143,2016
BUTLER,1.9420289855072463,3.5893719806763285,1.8888888888888888,474.4927536231884,2006.7826086956522,37368.59903381643,1233.1159420289855,2019
BYFORD,1.9426229508196722,3.877049180327869,2.057377049180328,808.4016393442623,2008.2540983606557,32390.983606557376,7675.4098360655735,2019
CALISTA,1.2043795620437956,3.153284671532847,1.781021897810219,788.4087591240876,1976.8321167883212,33128.46715328467,2211.6788321167883,2014
CAMILLO,1.2923076923076924,3.423076923076923,1.9846153846153847,689.8384615384615,1981.9538461538461,22453.076923076922,1289.823076923077,2016
CANNING VALE,2.019230769230769,3.967948717948718,1.8076923076923077,700.25,1999.025641025641,16023.076923076924,4865.384615384615,2019
CANNINGTON,1.7619047619047619,3.2738095238095237,2.011904761904762,740.0119047619048,1990.3095238095239,9970.238095238095,817.297619047619,2016
CARABOODA,2.3333333333333335,4.523809523809524,2.9523809523809526,35544.90476190476,1987.6666666666667,41419.04761904762,4409.523809523809,2010
CARDUP,1.860759493670886,3.9367088607594938,2.3544303797468356,16395.3417721519,1998.746835443038,34940.50632911392,11158.227848101265,2012
CARINE,1.9915966386554622,3.9159663865546217,1.9663865546218486,730.3277310924369,1983.5210084033613,13472.268907563026,1904.546218487395,2017
CARLISLE,1.6666666666666667,3.1666666666666665,2.141025641025641,523.1410256410256,1987.7307692307693,6348.717948717948,763.1282051282051,2018
CARMEL,1.8461538461538463,3.9423076923076925,2.1923076923076925,19412.98076923077,1979.2115384615386,23250.0,10842.307692307691,2008
CARRAMAR,2.0288461538461537,4.0048076923076925,2.1009615384615383,808.4471153846154,2001.2163461538462,28093.26923076923,4071.153846153846,2018
CASUARINA,1.9605263157894737,3.9342105263157894,2.473684210526316,14438.276315789473,1991.421052631579,31636.842105263157,3186.842105263158,2008
CAVERSHAM,1.9583333333333333,3.7430555555555554,2.25,1805.8402777777778,2002.3958333333333,13854.166666666666,3491.6666666666665,2017
CHAMPION LAKES,1.874074074074074,3.4962962962962965,1.8,2727.474074074074,2007.1851851851852,22089.62962962963,2201.4814814814813,2013
CHIDLOW,1.5754716981132075,3.4716981132075473,2.30188679245283,12956.433962264151,1983.5,40171.698113207545,25570.754716981133,2013
CHURCHLANDS,2.340909090909091,3.946969696969697,2.053030303030303,860.5151515151515,1997.4166666666667,7098.484848484848,3059.848484848485,2016
CITY BEACH,2.2884615384615383,4.0576923076923075,2.3333333333333335,860.0384615384615,1977.7884615384614,9414.102564102564,5674.358974358975,2017
CLAREMONT,2.015873015873016,3.3492063492063493,2.0793650793650795,551.5714285714286,1982.2380952380952,7803.174603174603,610.2698412698413,2018
CLARKSON,1.8764705882352941,3.6411764705882352,1.8705882352941177,967.2058823529412,2002.7588235294118,32309.41176470588,1530.9176470588236,2019
CLOVERDALE,1.6857142857142857,3.3142857142857145,2.442857142857143,659.3,1986.0285714285715,8300.0,4515.714285714285,2018
COCKBURN CENTRAL,1.9696969696969697,3.1818181818181817,1.7878787878787878,1185.3030303030303,2003.3939393939395,19427.272727272728,850.2424242424242,2016
COMO,1.95,3.566666666666667,2.2,728.3666666666667,1984.8833333333334,5128.333333333333,1802.25,2019
CONNOLLY,2.104,3.976,2.112,990.352,1992.224,24886.4,1770.232,2016
COOGEE,2.1526717557251906,3.954198473282443,2.595419847328244,670.6030534351145,1996.2671755725191,20308.396946564884,7719.847328244275,2017
COOLBELLUP,1.391304347826087,3.282608695652174,1.858695652173913,646.554347826087,1979.1521739130435,15147.826086956522,4486.95652173913,2017
COOLBINIA,1.822695035460993,3.4609929078014185,2.00709219858156,767.6524822695036,1969.099290780142,4241.843971631206,2911.3475177304963,2013
COOLOONGUP,1.446969696969697,3.5454545454545454,1.6818181818181819,726.060606060606,1987.659090909091,39328.78787878788,1022.1590909090909,2018
COTTESLOE,2.0434782608695654,3.3043478260869565,1.7536231884057971,622.6521739130435,1968.6521739130435,10357.971014492754,502.94202898550725,2018
CRAIGIE,1.2340425531914894,3.372340425531915,1.5319148936170213,789.0957446808511,1980.8085106382978,20470.212765957447,1802.8617021276596,2018
CRAWLEY,1.4545454545454546,2.9545454545454546,1.3636363636363635,445.27272727272725,1980.3636363636363,5023.409090909091,3450.0,2015
CURRAMBINE,2.0224719101123596,3.859550561797753,1.9438202247191012,669.7921348314607,1997.8370786516855,26636.516853932586,1105.241573033708,2018
DAGLISH,1.7373737373737375,3.202020202020202,1.9393939393939394,690.2323232323232,1962.6969696969697,4616.161616161616,468.52525252525254,2013
DALKEITH,2.287671232876712,4.013698630136986,2.095890410958904,947.8219178082192,1965.1780821917807,7454.7945205479455,3032.876712328767,2016
DARCH,2.0248756218905473,3.9203980099502487,2.029850746268657,544.9154228855722,2006.1791044776119,15585.074626865671,5956.7164179104475,2017
DARLING DOWNS,2.0588235294117645,4.205882352941177,3.1470588235294117,18302.352941176472,1994.1911764705883,29932.352941176472,4801.470588235294,2014
DARLINGTON,1.9076923076923078,3.753846153846154,2.2846153846153845,2529.630769230769,1973.7769230769231,21028.46153846154,7653.076923076923,2017
DAYTON,1.9864864864864864,3.445945945945946,2.027027027027027,834.1621621621622,2008.8918918918919,15020.27027027027,4609.459459459459,2016
DIANELLA,1.8513513513513513,3.527027027027027,1.7972972972972974,659.0,1988.9594594594594,7275.675675675676,5004.054054054054,2019
DOUBLEVIEW,1.8229166666666667,3.34375,2.0208333333333335,513.6145833333334,1986.3333333333333,9619.791666666666,2237.5,2019
DUNCRAIG,1.8387096774193548,3.795698924731183,1.946236559139785,710.0,1982.6559139784947,15490.322580645161,1550.4516129032259,2019
EAST CANNINGTON,1.7964601769911503,3.7168141592920354,2.256637168141593,773.4690265486726,1993.1061946902655,11264.601769911504,1480.132743362832,2016
EAST FREMANTLE,1.82,3.43,2.04,807.29,1962.81,13095.0,1909.79,2018
EAST PERTH,1.6363636363636365,2.5454545454545454,1.5454545454545454,1363.7272727272727,1997.1818181818182,1590.909090909091,603.7272727272727,2019
EAST VICTORIA PARK,1.6292134831460674,3.269662921348315,2.067415730337079,526.0,1970.112359550562,5811.23595505618,1348.685393258427,2018
EDEN HILL,1.4591836734693877,3.2857142857142856,2.7142857142857144,897.2551020408164,1979.7755102040817,10582.65306122449,1515.8367346938776,2016
EDGEWATER,1.8416666666666666,3.808333333333333,1.8916666666666666,788.7083333333334,1986.0583333333334,22014.166666666668,1127.2,2016
EGLINTON,1.9342105263157894,3.6052631578947367,1.605263157894737,643.421052631579,2011.171052631579,43557.89473684211,5310.526315789473,2017
ELLENBROOK,1.9419354838709677,3.825806451612903,2.0,566.2967741935483,2002.4967741935484,22374.83870967742,13577.41935483871,2019
EMBLETON,1.5858585858585859,3.2222222222222223,1.9393939393939394,587.020202020202,1983.7575757575758,7238.383838383838,1777.7777777777778,2016
FERNDALE,1.5083333333333333,3.55,2.283333333333333,1016.45,1978.8833333333334,10787.5,3127.5,2016
FLOREAT,2.1811023622047245,3.921259842519685,2.1496062992125986,798.0472440944882,1972.6614173228347,6300.787401574803,3100.787401574803,2018
FORRESTDALE,1.5666666666666667,3.783333333333333,2.3833333333333333,9635.2,1984.6166666666666,23650.0,6835.0,2013
FORRESTFIELD,1.6355932203389831,3.559322033898305,1.728813559322034,913.1271186440678,1991.7118644067796,14312.71186440678,7777.966101694915,2019
FREMANTLE,1.5774647887323943,3.0985915492957745,1.7746478873239437,566.6760563380282,1967.4929577464789,14718.30985915493,1653.0704225352113,2019
GIDGEGANNUP,1.9540229885057472,3.8620689655172415,2.942528735632184,73836.6091954023,1994.896551724138,35675.862068965514,20721.83908045977,2015
GIRRAWHEEN,1.1702127659574468,3.223404255319149,1.6914893617021276,1253.3510638297873,1975.9787234042553,12518.08510638298,4159.574468085107,2017
GLEN FORREST,1.7482014388489209,3.647482014388489,2.647482014388489,4043.4892086330933,1981.1654676258993,23592.086330935253,9948.920863309353,2015
GLENDALOUGH,1.28,2.64,1.48,4996.84,1986.84,5176.0,623.56,2015
GNANGARA,2.176470588235294,4.352941176470588,2.588235294117647,14153.137254901962,1995.0196078431372,19407.843137254902,7440.196078431372,2007
GOLDEN BAY,1.8395061728395061,3.617283950617284,2.0246913580246915,831.1604938271605,1998.8024691358025,53541.97530864197,10804.938271604939,2018
GOOSEBERRY HILL,2.116788321167883,3.854014598540146,2.394160583941606,3074.197080291971,1982.7518248175184,17748.17518248175,8188.321167883211,2016
GOSNELLS,1.5402298850574712,3.471264367816092,1.8505747126436782,719.7931034482758,1986.2298850574712,18903.44827586207,1556.5632183908046,2019
GREENMOUNT,1.5724637681159421,3.5652173913043477,2.0579710144927534,1417.840579710145,1978.0289855072465,19061.594202898552,4719.565217391304,2015
GREENWOOD,1.5294117647058822,3.5294117647058822,1.8403361344537814,731.7647058823529,1977.9747899159663,14821.008403361344,1982.3781512605042,2018
GUILDFORD,1.5443037974683544,3.2151898734177213,2.1835443037974684,731.1582278481013,1942.7848101265822,11792.183544303798,643.506329113924,2015
GWELUP,2.0655737704918034,3.7923497267759565,2.0491803278688523,540.8360655737705,1999.4153005464482,10906.557377049181,2286.3387978142077,2017
HAMERSLEY,1.5867768595041323,3.6115702479338845,1.8925619834710743,744.5206611570248,1976.9504132231405,12210.743801652892,1649.9504132231405,2017
HAMILTON HILL,1.435897435897436,3.1538461538461537,2.0,780.0769230769231,1977.6666666666667,16261.538461538461,5069.2307692307695,2019
HAMMOND PARK,1.9622641509433962,3.811320754716981,1.9528301886792452,937.1698113207547,2007.877358490566,23719.811320754718,4555.66037735849,2018
HARRISDALE,2.0268456375838926,3.785234899328859,2.140939597315436,501.4161073825503,2009.9127516778524,19996.644295302012,6779.798657718121,2018
HAYNES,1.626086956521739,3.5565217391304347,1.191304347826087,2422.278260869565,2010.3739130434783,23056.08695652174,2522.521739130435,2013
HAZELMERE,1.4430379746835442,3.3544303797468356,1.9620253164556962,4117.772151898735,1977.506329113924,13830.379746835442,1326.0,2008
HEATHRIDGE,1.4765625,3.578125,1.6484375,694.7265625,1986.40625,23121.09375,1918.1171875,2018
HELENA VALLEY,1.9289940828402368,3.911242603550296,2.2958579881656807,1720.3254437869823,1996.7455621301774,16970.414201183434,4134.91124260355,2016
HENLEY BROOK,2.0392156862745097,3.950980392156863,2.3872549019607843,4393.656862745098,2000.3774509803923,20266.176470588234,10630.882352941177,2014
HERNE HILL,1.4912280701754386,3.5,1.9473684210526316,16933.298245614034,1978.780701754386,21040.122807017542,7532.096491228071,2010
HIGH WYCOMBE,1.7073170731707317,3.6890243902439024,1.9085365853658536,680.0670731707318,1993.560975609756,13943.292682926829,5373.170731707317,2018
HIGHGATE,1.4210526315789473,2.789473684210526,1.394736842105263,906.7631578947369,1963.421052631579,1776.3157894736842,797.1578947368421,2016
HILBERT,1.9659090909090908,3.715909090909091,2.0568181818181817,1157.465909090909,2006.715909090909,27365.909090909092,3363.6363636363635,2016
HILLARYS,1.9577464788732395,3.8028169014084505,1.8450704225352113,672.3521126760563,1993.0774647887324,19410.563380281692,3710.56338028169,2019
HILLMAN,1.2413793103448276,3.396551724137931,1.4827586206896552,730.5747126436781,1976.9827586206898,37948.85057471264,829.948275862069,2013
HILTON,1.4408602150537635,3.150537634408602,1.8279569892473118,615.741935483871,1971.967741935484,14625.806451612903,4324.731182795699,2017
HOCKING,1.9508196721311475,3.907103825136612,1.9726775956284153,602.4098360655738,2002.6284153005465,20612.021857923497,3843.1693989071036,2018
HOPE VALLEY,1.6666666666666667,3.3333333333333335,0.6666666666666666,18442.5,1985.3333333333333,26250.0,5833.333333333333,2002
HOPELAND,1.85,3.75,1.65,170135.05,1993.95,47825.0,12640.0,2006
HOVEA,1.93,3.74,2.18,19098.48,1983.79,25132.0,10686.0,2006
HUNTINGDALE,1.6972972972972973,3.708108108108108,2.135135135135135,642.027027027027,1992.7675675675675,17534.054054054053,3707.5675675675675,2017
ILUKA,2.169811320754717,4.15566037735849,2.0141509433962264,645.5801886792453,2003.0896226415093,27033.962264150945,2324.056603773585,2018
INGLEWOOD,1.6956521739130435,3.1826086956521737,1.8434782608695652,536.6695652173913,1967.8434782608695,4520.869565217391,1490.0695652173913,2018
INNALOO,1.65,3.1,1.8333333333333333,363.93333333333334,1995.0,9150.0,1178.2833333333333,2018
JANDABUP,1.8846153846153846,4.0,2.8076923076923075,28412.5,1995.2307692307693,23192.30769230769,7369.2307692307695,2004
JANDAKOT,2.2333333333333334,4.038888888888889,2.2222222222222223,1990.8222222222223,1998.3333333333333,16771.11111111111,2593.3333333333335,2015
JANE BROOK,1.9751243781094527,3.945273631840796,2.218905472636816,689.681592039801,2001.766169154229,20767.66169154229,5797.512437810945,2016
JARRAHDALE,1.8166666666666667,3.7083333333333335,2.575,6901.108333333334,1987.6666666666667,46712.5,20871.666666666668,2014
JINDALEE,2.0458715596330275,3.81651376146789,1.9908256880733946,509.0091743119266,2008.8623853211009,37608.25688073395,1707.3394495412845,2017
JOLIMONT,1.8360655737704918,3.3278688524590163,1.9180327868852458,834.983606557377,1978.032786885246,4677.049180327869,783.0983606557377,2014
JOONDALUP,1.9259259259259258,3.5555555555555554,1.8240740740740742,720.4166666666666,1996.537037037037,26201.85185185185,1139.861111111111,2018
JOONDANNA,1.6024096385542168,3.1566265060240966,1.9156626506024097,590.722891566265,1982.3493975903614,5122.891566265061,1489.3493975903614,2017
KALAMUNDA,1.811764705882353,3.7058823529411766,2.176470588235294,1898.1411764705883,1978.9058823529413,18612.941176470587,10083.529411764706,2018
KALLAROO,2.0069444444444446,3.888888888888889,1.9305555555555556,758.5138888888889,1985.5902777777778,21108.333333333332,3597.222222222222,2017
KARAWARA,1.8294117647058823,3.8294117647058825,1.911764705882353,620.964705882353,1993.6764705882354,6582.35294117647,2475.294117647059,2011
KARDINYA,2.0,3.8656716417910446,2.1492537313432836,707.6417910447761,1988.2238805970148,13186.567164179105,3332.8358208955224,2018
KARNUP,1.9848484848484849,3.8181818181818183,2.787878787878788,13890.727272727272,2004.090909090909,52665.15151515151,9260.60606060606,2014
KARRAGULLEN,1.6818181818181819,3.727272727272727,1.6363636363636365,25005.863636363636,1989.0,28895.454545454544,9256.818181818182,2007
KARRINYUP,1.9655172413793103,3.560344827586207,1.9482758620689655,619.5258620689655,1988.9310344827586,11515.51724137931,2962.9310344827586,2018
KELMSCOTT,1.6283185840707965,3.47787610619469,2.0442477876106193,2058.380530973451,1984.58407079646,24045.132743362832,1069.2477876106195,2018
KENSINGTON,1.7876712328767124,3.404109589041096,2.1232876712328768,615.5068493150685,1958.2808219178082,4076.027397260274,2793.8356164383563,2016
