SUBURB,Mean BATHROOMS,Mean BEDROOMS,Mean GARAGE,Mean LAND_AREA,Mean BUILD_YEAR,Mean CBD_DIST,Mean STATION DISTANCE,Mean SELL DATE
KENWICK,1.6,3.6133333333333333,2.026666666666667,983.9266666666666,1989.7133333333334,14919.333333333334,1307.9466666666667,2016
KEWDALE,1.6235294117647059,3.376470588235294,1.811764705882353,667.3294117647059,1990.8,7502.35294117647,2581.176470588235,2017
KEYSBROOK,1.6666666666666667,3.3333333333333335,2.111111111111111,105824.11111111111,1964.888888888889,58011.11111111111,32400.0,2010
KIARA,1.6666666666666667,3.6666666666666665,2.0952380952380953,636.8095238095239,1993.3537414965986,10817.00680272109,2831.9727891156463,2013
KINGSLEY,1.811764705882353,3.8705882352941177,1.9176470588235295,696.0588235294117,1985.5058823529412,16852.941176470587,1528.2117647058824,2019
KINROSS,2.0068965517241377,3.9931034482758623,2.0,626.3862068965517,1995.6896551724137,28533.793103448275,1545.2206896551725,2018
KOONDOOLA,1.0909090909090908,3.2587412587412588,1.8601398601398602,723.7482517482517,1978.7552447552448,12220.279720279721,6232.867132867133,2015
KOONGAMIA,1.1151079136690647,2.79136690647482,1.330935251798561,738.2877697841726,1968.611510791367,18060.43165467626,4287.769784172662,2010
KWINANA BEACH,1.0,3.0,2.0,92333.0,1970.0,33400.0,3300.0,1989
KWINANA TOWN CENTRE,1.7647058823529411,3.0,1.0588235294117647,203.7941176470588,2014.9705882352941,32558.823529411766,2405.8823529411766,2013
LANDSDALE,2.0,4.018987341772152,1.8924050632911393,563.867088607595,2005.0189873417721,16000.0,7674.050632911392,2019
LANGFORD,1.5,3.507042253521127,1.8098591549295775,646.9929577464789,1987.8028169014085,12501.408450704226,1468.1408450704225,2016
LATHLAIN,1.625,3.3472222222222223,2.5416666666666665,628.4027777777778,1977.736111111111,4804.166666666667,591.8611111111111,2016
LEDA,1.8,3.7625,1.9,597.75,2000.55,35061.25,1087.925,2015
LEEDERVILLE,1.8181818181818181,3.0,1.8636363636363635,402.0,1978.2272727272727,2945.4545454545455,995.7272727272727,2017
LEEMING,2.0194174757281553,4.029126213592233,2.1650485436893203,721.9320388349514,1987.495145631068,13618.446601941747,1897.7475728155339,2018
LESMURDIE,1.815126050420168,3.9831932773109244,2.672268907563025,1703.7731092436975,1978.6470588235295,19175.63025210084,8589.915966386554,2017
LOCKRIDGE,1.3311258278145695,3.2317880794701987,1.8344370860927153,644.7880794701987,1981.8145695364237,11608.609271523179,2176.158940397351,2015
LYNWOOD,1.4095238095238096,3.3142857142857145,1.9047619047619047,820.7142857142857,1981.4857142857143,11750.47619047619,2468.5714285714284,2016
MADDINGTON,1.4883720930232558,3.441860465116279,1.7325581395348837,945.5930232558139,1988.953488372093,17256.976744186046,1727.5697674418604,2018
MADELEY,2.036363636363636,3.806060606060606,2.16969696969697,588.4787878787879,2006.0545454545454,16272.121212121212,4181.212121212121,2018
MAHOGANY CREEK,1.7480314960629921,3.52755905511811,1.7480314960629921,6179.188976377953,1982.283464566929,26608.661417322834,12795.27559055118,2007
MAIDA VALE,1.9166666666666667,3.911111111111111,2.611111111111111,2024.4222222222222,1993.0944444444444,15280.0,7178.888888888889,2017
MANNING,1.9271523178807948,3.642384105960265,2.0596026490066226,620.4966887417219,1992.9735099337747,6903.311258278146,1416.23178807947,2017
MARANGAROO,1.6890756302521008,3.73109243697479,1.9243697478991597,832.1512605042017,1992.1764705882354,14069.747899159664,4950.420168067227,2018
MARDELLA,1.819672131147541,4.032786885245901,2.098360655737705,32698.016393442624,1997.672131147541,41386.88524590164,16980.32786885246,2008
MARIGINIUP,2.0683760683760686,4.153846153846154,2.2564102564102564,18622.017094017094,1992.837606837607,27517.94871794872,9071.794871794871,2005
MARMION,2.120567375886525,3.851063829787234,2.2624113475177303,830.8794326241135,1988.3758865248226,15654.609929078015,3721.276595744681,2014
MARTIN,1.6486486486486487,3.689189189189189,2.2162162162162162,7086.148648648648,1985.2567567567567,20083.783783783783,1627.972972972973,2013
MAYLANDS,1.7538461538461538,3.1384615384615384,1.6,637.5846153846154,1984.2923076923078,4486.723076923077,1124.2615384615385,2019
MEDINA,1.1764705882352942,2.9411764705882355,1.546218487394958,762.8319327731092,1962.5042016806722,31792.436974789915,3428.5714285714284,2015
MELVILLE,1.6981132075471699,3.4056603773584904,1.9433962264150944,638.8679245283018,1982.5754716981132,11207.547169811322,4733.962264150943,2018
MENORA,1.8,3.5636363636363635,2.0484848484848484,820.030303030303,1960.1272727272728,3656.3636363636365,3124.242424242424,2012
MERRIWA,1.8398058252427185,3.7475728155339807,2.3446601941747574,580.9514563106796,1998.5970873786407,35000.48543689321,3194.660194174757,2017
MIDDLE SWAN,1.5608108108108107,3.4121621621621623,1.7094594594594594,2231.425675675676,1987.3918918918919,17700.0,2945.945945945946,2014
MIDLAND,1.5081967213114753,2.9508196721311477,1.6885245901639345,1064.4426229508197,1977.016393442623,16372.131147540984,1472.5737704918033,2016
MIDVALE,1.2727272727272727,3.101010101010101,1.606060606060606,872.1717171717172,1976.7777777777778,17169.696969696968,2267.6767676767677,2014
MILLENDON,1.8333333333333333,3.8333333333333335,2.1944444444444446,28231.027777777777,1982.861111111111,23269.444444444445,9794.444444444445,2007
MINDARIE,2.1674641148325358,4.033492822966507,1.9665071770334928,644.1196172248804,2000.11004784689,32870.33492822966,3037.799043062201,2018
MIRRABOOKA,1.410071942446043,3.5899280575539567,1.7050359712230216,670.4604316546763,1989.6402877697842,10631.654676258993,6882.014388489209,2016
MORLEY,1.4179104477611941,3.1940298507462686,1.671641791044776,765.4029850746268,1982.7313432835822,8552.23880597015,3798.507462686567,2019
MOSMAN PARK,1.9405940594059405,3.603960396039604,1.811881188118812,592.4455445544554,1975.7029702970297,11352.475247524753,979.1089108910891,2018
MOUNT CLAREMONT,2.096296296296296,3.688888888888889,2.0592592592592593,830.8518518518518,1991.7407407407406,7344.444444444444,1347.3333333333333,2017
MOUNT HAWTHORN,1.644859813084112,3.1682242990654204,1.7570093457943925,487.01869158878503,1956.588785046729,4220.560747663551,1400.588785046729,2018
MOUNT HELENA,1.6687898089171975,3.732484076433121,2.5477707006369426,10337.649681528663,1988.0063694267517,34403.82165605095,19901.910828025477,2015
MOUNT LAWLEY,1.6282051282051282,3.230769230769231,1.8461538461538463,681.2435897435897,1954.0,2882.051282051282,946.3846153846154,2019
MOUNT NASURA,1.6814814814814816,3.562962962962963,2.3555555555555556,1372.1925925925925,1982.562962962963,25945.185185185186,1358.2740740740742,2015
MOUNT PLEASANT,2.185185185185185,3.7685185185185186,1.9537037037037037,554.3703703703703,1990.2314814814815,8569.444444444445,1558.3148148148148,2018
MOUNT RICHON,1.8854961832061068,3.8091603053435112,2.4427480916030535,1809.2900763358778,1988.6335877862596,27688.549618320612,1141.1145038167938,2014
MULLALOO,1.9477611940298507,3.8208955223880596,1.9701492537313432,745.5671641791045,1985.8880597014925,22152.238805970148,3330.597014925373,2017
MUNDARING,1.8592592592592592,3.740740740740741,2.4296296296296296,4799.214814814814,1989.0592592592593,29673.333333333332,15736.296296296296,2016
MUNDIJONG,1.536,3.368,1.784,4376.648,1985.824,39477.6,15404.0,2011
MUNSTER,1.0,4.0,2.0,20000.0,1980.0,22500.0,5300.0,2020
MURDOCH,2.048076923076923,3.9423076923076925,2.0384615384615383,710.8269230769231,1990.2788461538462,12407.692307692309,1722.923076923077,2013
MYAREE,1.5463917525773196,3.2371134020618557,1.8350515463917525,1281.701030927835,1985.1546391752577,10574.226804123711,3836.082474226804,2016
NAVAL BASE,1.0,3.0,0.0,2614.0,2002.0,28500.0,6400.0,2013
NEDLANDS,2.0288461538461537,3.6923076923076925,2.3173076923076925,819.5961538461538,1956.0865384615386,6021.153846153846,1848.1442307692307,2018
NEERABUP,2.0,3.5,1.875,29769.25,1989.875,31675.0,1925.0,2006
NOLLAMARA,1.6666666666666667,2.9743589743589745,1.641025641025641,508.2307692307692,1999.6666666666667,8176.923076923077,4043.5897435897436,2019
NORANDA,2.019230769230769,3.9711538461538463,2.4423076923076925,772.1057692307693,1986.0576923076924,9369.23076923077,5470.192307692308,2018
NORTH BEACH,1.9381443298969072,3.422680412371134,1.9175257731958764,635.7835051546392,1988.041237113402,13813.40206185567,4058.762886597938,2016
NORTH COOGEE,2.3617021276595747,3.8297872340425534,2.1914893617021276,772.3191489361702,2007.340425531915,18376.59574468085,5038.297872340426,2017
NORTH FREMANTLE,1.943661971830986,3.1267605633802815,1.7887323943661972,595.5352112676056,1981.112676056338,13154.929577464789,618.7042253521126,2017
NORTH LAKE,1.9694656488549618,3.931297709923664,1.6641221374045803,693.9312977099237,1991.3435114503816,14686.259541984733,2675.5725190839694,2011
NORTH PERTH,1.5866666666666667,2.973333333333333,1.7866666666666666,424.53333333333336,1958.24,2826.6666666666665,1943.8266666666666,2019
NORTHBRIDGE,1.7272727272727273,2.4545454545454546,1.3636363636363635,647.5454545454545,1972.0,1254.1818181818182,1175.1818181818182,2014
O'CONNOR,1.625,3.0,2.75,574.25,1982.625,13750.0,4450.0,2013
OAKFORD,2.064516129032258,4.21505376344086,2.978494623655914,18297.139784946237,1995.4193548387098,29443.010752688173,8000.0,2015
OCEAN REEF,2.128440366972477,4.064220183486238,2.018348623853211,763.9357798165138,1991.8532110091744,24513.761467889908,3376.146788990826,2018
OLDBURY,1.8461538461538463,4.076923076923077,2.0,92374.26923076923,1990.6923076923076,34692.307692307695,7215.384615384615,2007
ORANGE GROVE,2.0434782608695654,3.9347826086956523,2.5652173913043477,13770.673913043478,1981.9782608695652,17647.82608695652,3884.782608695652,2008
ORELIA,1.5931034482758621,3.579310344827586,1.8,687.7379310344828,1988.8896551724138,31340.0,1829.7724137931034,2017
OSBORNE PARK,1.511111111111111,2.977777777777778,1.9555555555555555,811.9333333333333,1987.2444444444445,6517.777777777777,1491.2666666666667,2017
PADBURY,1.4526315789473685,3.557894736842105,1.5473684210526315,731.1789473684211,1982.1894736842105,18555.78947368421,1566.8105263157895,2018
PALMYRA,1.5930232558139534,3.36046511627907,1.9767441860465116,669.0348837209302,1982.5232558139535,12250.0,3668.6046511627906,2019
PARKERVILLE,1.748299319727891,3.639455782312925,2.6258503401360542,8825.299319727892,1986.530612244898,27924.48979591837,13291.836734693878,2014
PARKWOOD,1.4655172413793103,3.5517241379310347,1.8103448275862069,807.3534482758621,1983.3103448275863,11741.379310344828,3626.7241379310344,2017
PARMELIA,1.4210526315789473,3.5526315789473686,1.6228070175438596,691.640350877193,1985.4035087719299,32869.29824561404,1584.0701754385964,2017
PEARSALL,2.0136986301369864,3.664383561643836,2.1301369863013697,532.8835616438356,2004.335616438356,19335.616438356163,3904.109589041096,2017
PEPPERMINT GROVE,2.024390243902439,3.4146341463414633,2.1219512195121952,1298.560975609756,1981.9024390243903,10402.439024390244,598.4634146341464,2013
PIARA WATERS,1.9813084112149533,3.7663551401869158,2.177570093457944,498.89719626168227,2010.3738317757009,20673.831775700935,5882.242990654206,2018
PICKERING BROOK,1.5555555555555556,3.7222222222222223,2.1666666666666665,23626.777777777777,1983.8333333333333,27394.444444444445,14222.222222222223,2008
PORT KENNEDY,1.9516129032258065,3.9086021505376345,2.075268817204301,645.9731182795699,1998.1935483870968,46442.47311827957,3970.967741935484,2019
QUEENS PARK,1.88,3.61,1.87,525.23,1999.03,9991.0,965.09,2017
QUINNS ROCKS,1.9259259259259258,3.808641975308642,1.9259259259259258,665.4876543209876,1996.3765432098764,35639.50617283951,3088.2716049382716,2018
REDCLIFFE,1.7682119205298013,3.5364238410596025,1.900662251655629,580.8543046357615,1994.953642384106,8413.245033112582,4254.9668874172185,2016
RIDGEWOOD,2.0053763440860215,3.817204301075269,2.043010752688172,529.0967741935484,2003.720430107527,34874.1935483871,3089.2473118279568,2016
RIVERTON,1.768421052631579,3.610526315789474,1.8421052631578947,609.5157894736842,1989.957894736842,9944.21052631579,3978.9473684210525,2017
RIVERVALE,1.5714285714285714,3.3015873015873014,1.9047619047619047,736.7142857142857,1981.936507936508,5453.9682539682535,1506.3650793650793,2019
ROCKINGHAM,1.6292134831460674,3.550561797752809,1.7078651685393258,802.9662921348314,1991.1011235955057,39006.74157303371,2948.5842696629215,2019
ROLEYSTONE,2.0,3.9322033898305087,2.9322033898305087,5500.177966101695,1989.906779661017,27480.508474576272,5900.847457627118,2017
ROSSMOYNE,2.008403361344538,3.8907563025210083,2.2857142857142856,784.453781512605,1981.7478991596638,9689.0756302521,1633.7478991596638,2015
SAFETY BAY,1.7647058823529411,3.6372549019607843,1.9411764705882353,761.3823529411765,1982.5588235294117,40927.450980392154,3126.470588235294,2018
SALTER POINT,2.111888111888112,3.769230769230769,2.2587412587412588,645.048951048951,1990.4125874125873,7876.923076923077,1818.6573426573427,2015
SAMSON,1.728,3.68,1.976,843.072,1983.016,14343.2,4997.6,2013
SAWYERS VALLEY,1.7063492063492063,3.6587301587301586,2.357142857142857,12217.873015873016,1984.9761904761904,33195.23809523809,19264.285714285714,2009
SCARBOROUGH,1.721311475409836,3.2295081967213113,1.8032786885245902,661.9344262295082,1988.1311475409836,10482.393442622952,3433.0,2019
SECRET HARBOUR,2.0558375634517767,3.964467005076142,2.1319796954314723,648.6497461928934,2003.0355329949239,51372.081218274114,8911.675126903554,2019
SERPENTINE,1.9256198347107438,4.041322314049586,2.87603305785124,19169.99173553719,1993.5123966942149,47676.03305785124,21907.438016528926,2015
SEVILLE GROVE,1.8083333333333333,3.783333333333333,1.9916666666666667,650.1666666666666,2000.0083333333334,23849.166666666668,2065.241666666667,2018
SHELLEY,1.9538461538461538,3.723076923076923,2.0,715.6,1984.676923076923,9064.615384615385,3356.923076923077,2016
SHENTON PARK,1.8282828282828283,3.393939393939394,1.7676767676767677,439.6161616161616,1959.5858585858587,4424.242424242424,692.2727272727273,2017
SHOALWATER,1.7924528301886793,3.5,2.1226415094339623,731.5471698113207,1989.9433962264152,40562.264150943396,4630.188679245283,2017
SINAGRA,2.0,3.761627906976744,2.011627906976744,1263.1162790697674,2005.9476744186047,24183.13953488372,3647.093023255814,2016
SINGLETON,1.88125,3.86875,2.06875,759.9,1997.0,55550.625,9366.875,2016
SORRENTO,2.0288461538461537,3.855769230769231,2.048076923076923,1332.4615384615386,1987.2403846153845,17011.53846153846,2969.230769230769,2018
SOUTH FREMANTLE,1.7777777777777777,3.242424242424242,1.9191919191919191,593.7676767676768,1966.858585858586,16312.121212121212,2110.10101010101,2016
SOUTH GUILDFORD,1.8626373626373627,3.6758241758241756,2.4285714285714284,663.2582417582418,1996.6483516483515,12626.252747252747,1563.6923076923076,2016
SOUTH LAKE,1.6513157894736843,3.664473684210526,1.5657894736842106,681.3552631578947,1991.125,17367.105263157893,2672.3684210526317,2016
SOUTH PERTH,1.7291666666666667,3.2083333333333335,1.75,1201.5833333333333,1970.8125,3441.6666666666665,3208.3333333333335,2019
SOUTHERN RIVER,2.045112781954887,4.037593984962406,2.3909774436090228,609.4962406015038,2006.827067669173,18440.601503759397,5739.097744360903,2018
SPEARWOOD,1.7532467532467533,3.5064935064935066,1.948051948051948,731.7272727272727,1988.974025974026,18710.38961038961,6900.0,2018
ST JAMES,1.5057471264367817,3.2758620689655173,2.103448275862069,712.2413793103449,1979.367816091954,7162.068965517241,1417.551724137931,2017
STIRLING,2.013793103448276,3.8482758620689657,2.2275862068965515,584.2413793103449,1998.7724137931034,8511.034482758621,1646.248275862069,2018
STONEVILLE,1.7553956834532374,3.7985611510791366,2.287769784172662,9780.273381294965,1988.1294964028777,30909.35251798561,16274.100719424461,2015
STRATTON,1.5480225988700564,3.5706214689265536,1.7005649717514124,516.8926553672317,1991.8305084745762,19690.39548022599,4731.073446327684,2015
SUBIACO,1.8,3.1538461538461537,1.6,543.8153846153846,1962.446153846154,3492.3076923076924,582.0153846153846,2018
SUCCESS,2.017543859649123,3.9298245614035086,2.017543859649123,582.4649122807018,2001.8684210526317,21412.280701754386,2382.938596491228,2018
SWAN VIEW,1.6185567010309279,3.5257731958762886,1.8556701030927836,989.8453608247422,1984.8556701030927,19524.74226804124,4692.783505154639,2017
SWANBOURNE,2.12,3.752,2.0,551.04,1984.592,8963.2,745.376,2016
TAPPING,2.0202020202020203,3.9292929292929295,2.0555555555555554,587.7676767676768,2003.5353535353536,26568.68686868687,4346.969696969697,2018
THE VINES,2.1375,4.00625,2.54375,1755.375,2001.24375,25579.5125,14889.43125,2018
THORNLIE,1.693069306930693,3.613861386138614,1.9207920792079207,695.059405940594,1987.7920792079208,15350.49504950495,2161.762376237624,2018
TREEBY,2.0,4.0,2.0,400.5,2006.0,19550.0,1600.0,2019
TRIGG,1.911764705882353,3.610294117647059,2.0441176470588234,744.6985294117648,1980.7573529411766,12944.85294117647,4644.85294117647,2016
TUART HILL,1.511111111111111,3.066666666666667,1.7777777777777777,673.6666666666666,1988.9777777777779,6275.555555555556,2140.0,2018
TWO ROCKS,1.7529411764705882,3.764705882352941,2.176470588235294,3118.8,1994.3294117647058,56401.17647058824,18248.235294117647,2017
UPPER SWAN,1.868421052631579,3.973684210526316,2.1578947368421053,23501.947368421053,1980.842105263158,25897.36842105263,13810.526315789473,2009
VICTORIA PARK,1.6363636363636365,3.1818181818181817,2.036363636363636,438.1454545454545,1973.4545454545455,4476.363636363636,1035.3454545454545,2018
VIVEASH,1.648936170212766,3.478723404255319,1.7765957446808511,1889.7978723404256,1989.8191489361702,15601.063829787234,1466.372340425532,2012
WAIKIKI,1.7536231884057971,3.6594202898550723,1.8768115942028984,640.9130434782609,1996.0072463768115,41640.57971014493,1765.7898550724638,2019
WALLISTON,1.5972222222222223,3.5555555555555554,1.7083333333333333,2533.9305555555557,1977.0555555555557,20552.777777777777,10123.611111111111,2009
WANDI,1.9690721649484537,3.6907216494845363,2.2371134020618557,3752.6082474226805,2005.7525773195875,26706.18556701031,5351.546391752578,2016
WANGARA,1.0,2.0,2.0,1320.0,2014.0,17600.0,5600.0,2015
WANNEROO,1.870503597122302,3.841726618705036,2.2158273381294964,1343.3453237410072,1992.5107913669065,21997.122302158274,3367.6258992805756,2018
WARNBRO,1.7857142857142858,3.7142857142857144,1.9675324675324675,817.0584415584416,1989.9935064935064,44010.38961038961,1814.922077922078,2018
WARWICK,1.6615384615384616,3.646153846153846,1.8153846153846154,762.2923076923076,1979.6307692307691,13587.692307692309,1059.9846153846154,2016
WATERFORD,2.330508474576271,4.296610169491525,1.8983050847457628,696.5762711864406,1997.2118644067796,7535.593220338983,3087.2881355932204,2014
WATERMANS BAY,1.8717948717948718,3.427350427350427,1.8376068376068375,796.7179487179487,1988.5555555555557,15039.31623931624,3920.5128205128203,2014
WATTLE GROVE,2.00531914893617,3.893617021276596,2.132978723404255,758.4255319148937,2004.8351063829787,13364.36170212766,5215.95744680851,2017
WATTLEUP,1.6666666666666667,3.619047619047619,1.6666666666666667,13208.952380952382,1980.952380952381,24580.95238095238,6576.190476190476,2009
WELLARD,2.010989010989011,3.78021978021978,2.6923076923076925,3751.835164835165,2004.5714285714287,34848.35164835165,2018.5604395604396,2018
WELSHPOOL,2.0,4.0,0.0,655.0,1970.0,7300.0,467.0,2012
WEMBLEY,1.7727272727272727,3.3333333333333335,1.7878787878787878,621.4848484848485,1969.6818181818182,4666.666666666667,1624.2727272727273,2019
WEMBLEY DOWNS,2.1025641025641026,3.7264957264957266,2.0085470085470085,658.9230769230769,1987.6923076923076,9029.91452991453,4300.854700854701,2017
WEST LEEDERVILLE,1.8461538461538463,3.3076923076923075,1.8333333333333333,416.96153846153845,1965.0128205128206,2894.871794871795,504.3205128205128,2017
WEST PERTH,1.4782608695652173,2.391304347826087,1.173913043478261,850.2608695652174,1981.6521739130435,1613.0434782608695,732.1304347826087,2018
WEST SWAN,1.880952380952381,4.0476190476190474,2.6666666666666665,14329.309523809523,1982.8095238095239,16795.238095238095,4742.857142857143,2008
WESTMINSTER,1.56,3.12,1.94,659.86,1991.68,9632.0,4396.0,2018
WHITBY,2.0,3.75,2.0,483.0,1965.75,38925.0,14300.0,2017
WHITE GUM VALLEY,1.6767676767676767,3.414141414141414,2.212121212121212,611.4646464646464,1977.9292929292928,14716.161616161617,2536.3636363636365,2016
WILLAGEE,1.6421052631578947,3.294736842105263,1.8736842105263158,598.5578947368421,1985.042105263158,12249.473684210527,4570.526315789473,2018
WILLETTON,1.7049180327868851,3.6721311475409837,1.6885245901639345,736.7868852459017,1983.0983606557377,11788.524590163934,3429.5081967213114,2019
WILSON,1.7142857142857142,3.4155844155844157,1.6103896103896105,686.8701298701299,1987.9610389610389,9050.64935064935,2958.4415584415583,2017
WINTHROP,2.1927710843373496,4.265060240963855,2.072289156626506,746.6385542168674,1988.7590361445782,11554.216867469879,2654.2168674698796,2016
WOODBRIDGE,1.6554621848739495,3.2521008403361344,1.9075630252100841,712.0252100840336,1975.5714285714287,14546.218487394957,349.1344537815126,2012
WOODLANDS,1.9789473684210526,3.6736842105263157,2.221052631578947,672.7789473684211,1986.3684210526317,8103.1578947368425,2085.2631578947367,2016
WOODVALE,1.9696969696969697,3.909090909090909,1.878787878787879,676.070707070707,1992.121212121212,19164.646464646463,1395.080808080808,2018
WOOROLOO,1.6274509803921569,3.843137254901961,2.1372549019607843,25639.333333333332,1979.4117647058824,45864.705882352944,30943.13725490196,2011
WUNGONG,2.0,4.55,2.3,13453.0,1979.8,29425.0,3140.0,2010
YANCHEP,1.9152542372881356,3.7033898305084745,1.8983050847457628,583.1186440677966,2004.9322033898304,49919.49152542373,11678.813559322034,2019
YANGEBUP,1.628787878787879,3.643939393939394,1.7424242424242424,662.7954545454545,1992.5757575757575,19523.484848484848,4505.30303030303,2018
YOKINE,1.6111111111111112,3.240740740740741,1.7777777777777777,546.7037037037037,1993.0925925925926,6005.555555555556,3353.703703703704,2019
